Title;Kicker;Link;Img;IsNews
Sri Lanka moves ahead with bill to establish independent authority to oversee sports betting and gambling;;https://www.yogonet.com/international/news/2025/04/23/102521-sri-lanka-moves-ahead-with-bill-to-establish-independent-authority-to-oversee-sports-betting-and-gambling;https://imagenesyogonet.b-cdn.net/data/imagenes/2022/10/24/50081/1666630714-vista-colombo-sri-lanka-02.jpg;0
Gaming in Holland Conference announces preliminary agenda;;https://www.yogonet.com/international/news/2025/04/24/102404-gaming-in-holland-conference-announces-preliminary-agenda;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/26/74027/1743030946-gaming-in-holland-2025.jpg;0
Condiciones de uso;;https://www.yogonet.com/international/terms-and-conditions/;;0
Unsubscribe;;https://www.yogonet.com/international/newsletter/unsubscribe/;;0
CT Gaming expands footprint in Panama with new installations;;https://www.yogonet.com/international/news/2025/04/24/102399-ct-gaming-expands-footprint-in-panama-with-new-installations;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/22/74835/1745331168-ct-gaming-new-installations-panama.jpg;0
Supreme Court of India adjourns Maharashtra Casino Law case by two weeks;;https://www.yogonet.com/international/news/2025/04/24/102508-supreme-court-of-india-adjourns-maharashtra-casino-law-case-by-two-weeks;https://imagenesyogonet.b-cdn.net/data/imagenes/2021/07/09/37542/1625833441-india-flag-fondo-difuso.jpg;0
Westgate Las Vegas announces new offers for Vegas Golden Knights' playoff run;;https://www.yogonet.com/international/news/2025/04/23/102409-westgate-las-vegas-announces-new-offers-for-vegas-golden-knights-39-playoff-run;https://imagenesyogonet.b-cdn.net/data/imagenes/2021/09/23/39352/1633371961-westgate-las-vegas-world-largest-video-wall.jpg;0
Michigan iGaming hits new revenue record of $260.5 million in March;;https://www.yogonet.com/international/news/2025/04/23/102531-michigan-igaming-hits-new-revenue-record-of-2605-million-in-march;https://imagenesyogonet.b-cdn.net/data/imagenes/2023/03/23/53146/1679596778-juego-online-generica-19.jpg;0
RG24seven partners with Better Change on new training program for UK employees;;https://www.yogonet.com/international/news/2025/04/24/102542-rg24seven-partners-with-better-change-on-new-training-program-for-uk-employees;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/24/74902/1745453161-rg24seven-virtual-training-keeping-crime-out-of-gambling.jpg;0
7MBR reauthorized to operate sports betting and iGaming in Brazil by SPA after regulatory compliance;;https://www.yogonet.com/international/news/2025/04/23/102511-7mbr-reauthorized-to-operate-sports-betting-and-igaming-in-brazil-by-spa-after-regulatory-compliance;https://imagenesyogonet.b-cdn.net/data/imagenes/2024/08/21/67086/1724244716-ministerio-hacienda-brasil-05.jpg;0
Casino Guru Awards 2025 begins evaluation phase;;https://www.yogonet.com/international/news/2025/04/22/102410-casino-guru-awards-2025-begins-evaluation-phase;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/22/74841/1745338155-casino-guru-awards-2025-evaluation-phase.jpg;0
Agua Caliente Casinos unveils major expansion at Rancho Mirage Resort;;https://www.yogonet.com/international/news/2025/04/22/102384-agua-caliente-casinos-unveils-major-expansion-at-rancho-mirage-resort;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/22/74846/1745342517-agua-caliente-casinos-casino-expansion-opening-02.jpg;0
Platipus Gaming unveils new poker game Triple Strike Poker;;https://www.yogonet.com/international/news/2025/04/23/102394-platipus-gaming-unveils-new-poker-game-triple-strike-poker;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/22/74833/1745329031-platipus-gaming-triple-strike-poker.jpg;0
IGT launches Wheel of Fortune DiamondRS Premium Wheel cabinet in U.S. casinos;;https://www.yogonet.com/international/news/2025/04/23/102398-igt-launches-wheel-of-fortune-diamondrs-premium-wheel-cabinet-in-us-casinos;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/22/74834/1745330507-igt-wheel-of-fortune-diamondrs-premium-wheel-cabinet.jpg;0
END 2 END grows in Brazil and makes a positive assessment of its participation in BIS SiGMA 2025;;https://www.yogonet.com/international/news/2025/04/22/102423-end-2-end-grows-in-brazil-and-makes-a-positive-assessment-of-its-participation-in-bis-sigma-2025;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/21/73716/1742516512-sagse-latam-2025-1-10-alejandro-revich-pablo-bonifacich-end-2-end.jpg;0
Colorado moves to tax promotional bets, aiming to generate additional revenue without raising 10% tax rate;;https://www.yogonet.com/international/news/2025/04/23/102504-colorado-moves-to-tax-promotional-bets-aiming-to-generate-additional-revenue-without-raising-10-tax-rate;https://imagenesyogonet.b-cdn.net/data/imagenes/2019/04/24/25015/1625325723-parlamento-colorado-usa.jpg;0
Lottery.com relaunches US sweepstakes operations at the F1 Miami Grand Prix;;https://www.yogonet.com/international/news/2025/04/23/102501-lotterycom-relaunches-us-sweepstakes-operations-at-the-f1-miami-grand-prix;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/23/74872/1745414890-miami-grand-prix-generica.jpg;0
Dutch gambling regulator issues penalty order to offshore operator Gamusoft;;https://www.yogonet.com/international/news/2025/04/22/102382-dutch-gambling-regulator-issues-penalty-order-to-offshore-operator-gamusoft;https://imagenesyogonet.b-cdn.net/data/imagenes/2023/06/05/55030/1685979123-kansspelautoriteit-netherlands-generica.jpg;0
Palace Bingo & Sports Bets Casino in Nogales installs Zitro's Concept cabinet line and latest games;;https://www.yogonet.com/international/news/2025/04/23/102432-palace-bingo-sports-bets-casino-in-nogales-installs-zitro-39s-concept-cabinet-line-and-latest-games;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/23/74871/1745414889-zitro-concept-palace-bingo-sport-bets-casino-nogales-mexico.jpg;0
Nebraska: WarHorse Casino Omaha celebrates major expansion;;https://www.yogonet.com/international/news/2025/04/23/102503-nebraska-warhorse-casino-omaha-celebrates-major-expansion;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/23/74880/1745417791-warhorse-casino-omaha-expansion-01.jpg;0
Macau’s luxury 13 Hotel up for sale again at $309 million;;https://www.yogonet.com/international/news/2025/04/22/102422-macaus-luxury-13-hotel-up-for-sale-again-at-309-million;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/22/74849/1745349378-the-13-hotel-macau.jpg;0
Hawaii Governor signals support for online sports betting bill, casino study measure also advances;;https://www.yogonet.com/international/news/2025/04/22/102408-hawaii-governor-signals-support-for-online-sports-betting-bill-casino-study-measure-also-advances;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/22/74840/1745337309-josh-green-gobernador-hawaii.jpg;0
Win Systems to showcase new slot and roulette innovations at GAT Cartagena 2025;;https://www.yogonet.com/international/news/2025/04/23/102417-win-systems-to-showcase-new-slot-and-roulette-innovations-at-gat-cartagena-2025;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/22/74827/1745326000-win-systems-gat-cartagena-2025.jpg;0
Pragmatic Play to exhibit under at SBC Summit Americas;;https://www.yogonet.com/international/news/2025/04/23/102415-pragmatic-play-to-exhibit-under-34experiences-beyond-olympus-concept-at-sbc-summit-americas;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/22/74842/1745342354-pragmatic-play-sbc-summit-americas-2025-eng.jpg;0
Ron Mendelson;;/international/columns/52-ron-mendelson;https://imagenesyogonet.b-cdn.net/data/imagenes/2020/05/20/31308/md_1625350981-columna-ron-mendelson.jpg;0
How to obtain an Anjouan internet gaming license: A step-by-step guide;;/international/news/2025/04/18/101670-how-to-obtain-an-anjouan-internet-gaming-license-a-stepbystep-guide;;0
Yaroslav Klymenko;;/international/columns/94-yaroslav-klymenko;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/27/74054/md_1743083634-columna-yaroslav-klymenko.jpg;0
Innovation alone isn't enough: PIN-UP Global's Yaroslav Klymenko shares...;;/international/news/2025/03/19/98192-innovation-alone-isn-39t-enough-pinup-global-39s-yaroslav-klymenko-shares-insights-from-his-two-decades-in-igaming;;0
Svetlana Kirichenko;;/international/columns/89-svetlana-kirichenko;https://imagenesyogonet.b-cdn.net/data/imagenes/2023/05/10/54387/md_1683722119-columna-svetlana-kirichenko.jpg;0
How to survive a crisis? Slotegrator’s tips on business continuity and disaster...;;/international/news/2024/09/23/79332-how-to-survive-a-crisis-slotegrators-tips-on-business-continuity-and-disaster-recovery;;0
Yana Khaidukova;;/international/columns/86-yana-khaidukova;https://imagenesyogonet.b-cdn.net/data/imagenes/2022/12/13/51073/md_1670939090-columna-yana-khaidukova.jpg;0
Crash games: The new era of online gambling;;/international/news/2024/07/15/73126-crash-games-the-new-era-of-online-gambling;;0
Alfredo Lazcano;;/international/columns/53-alfredo-lazcano;https://imagenesyogonet.b-cdn.net/data/imagenes/2020/06/10/31586/md_1625352064-columna-alfredo-lazcano.jpg;0
Mexico is torn between prohibition and the need for a new gambling law;;/international/news/2024/05/10/72115-mexico-is-torn-between-prohibition-and-the-need-for-a-new-gambling-law;;0
Patricia  Souto Rial;;/international/columns/93-patricia-souto-rial;https://imagenesyogonet.b-cdn.net/data/imagenes/2024/04/08/63182/md_1712581021-columna-patricia-souto.jpg;0
Analysis: Brazil bets big on legalizing sports betting, while Quixant prepares...;;/international/news/2024/04/08/71617-analysis-brazil-bets-big-on-legalizing-sports-betting-while-quixant-prepares-to-drive-its-growth;;0
Annalisa Bloss;;/international/columns/92-annalisa-bloss;https://imagenesyogonet.b-cdn.net/data/imagenes/2024/03/15/62469/md_1710517164-columna-annalisa-bloss.jpg;0
Omnichannel excellence: Transitioning from online to land-based gaming with...;;/international/news/2024/03/15/71278-omnichannel-excellence-transitioning-from-online-to-landbased-gaming-with-quixant-;;0
Ayvar Gabidullin;;/international/columns/62-ayvar-gabidullin;https://imagenesyogonet.b-cdn.net/data/imagenes/2022/05/30/45992/md_1653925217-columna-ayvar-gabidullin.jpg;0
Popular games, VR in esports, top technologies, and prominent markets: Slotegrator's...;;/international/news/2024/01/16/70419-popular-games-vr-in-esports-top-technologies-and-prominent-markets-slotegrator-39s-report-on-igaming-trends-in-2024;;0
Maria Bashkevich;;/international/columns/77-maria-bashkevich;https://imagenesyogonet.b-cdn.net/data/imagenes/2022/04/13/44869/md_1649873040-columna-maria-bashkevich.jpg;0
The Future of Online Casinos: Navigating Challenges and Embracing Innovation;;/international/news/2023/08/18/68319-the-future-of-online-casinos-navigating-challenges-and-embracing-innovation;;0
Petr Stehlik;;/international/columns/80-petr-stehlik;https://imagenesyogonet.b-cdn.net/data/imagenes/2022/06/21/46710/md_1655831261-columna-petr-stehlik.jpg;0
Slotegrator analysis: Is Anjouan the new Curaçao?;;/international/news/2023/08/01/68127-slotegrator-analysis-is-anjouan-the-new-curacao;;0
Pavlos Sideris;;/international/columns/73-pavlos-sideris;https://imagenesyogonet.b-cdn.net/data/imagenes/2022/03/03/43101/md_1646330599-columna-pavlos-sideris.jpg;0
How can bingo affiliates help to promote safer gambling?;;/international/news/2023/05/23/67251-how-can-bingo-affiliates-help-to-promote-safer-gambling;;0
Martin Ivanov;;/international/columns/90-martin-ivanov;https://imagenesyogonet.b-cdn.net/data/imagenes/2023/05/17/54552/md_1684327493-columna-martin-ivanov.jpg;0
CT Interactive's Cascading reels games – an exciting choice for players;;/international/news/2023/05/16/67171-ct-interactive-39s-cascading-reels-games--an-exciting-choice-for-players;;0
Harrah’s Atlantic City to host a World Series of Poker Circuit stop in August;;https://www.yogonet.com/international/news/2025/04/22/102380-harrahs-atlantic-city-to-host-a-world-series-of-poker-circuit-stop-in-august;;0
Pennsylvania's gaming industry sets new monthly revenue record of $574.5 million in March;;https://www.yogonet.com/international/news/2025/04/22/102389-pennsylvania-39s-gaming-industry-sets-new-monthly-revenue-record-of-5745-million-in-march;;0
Macau VIP baccarat revenue reaches $1.81 billion in Q1 2025;;https://www.yogonet.com/international/news/2025/04/21/101980-macau-vip-baccarat-revenue-reaches-181-billion-in-q1-2025;;0
Hard Rock Ottawa launches job fairs to fill 600 positions ahead of opening;;https://www.yogonet.com/international/news/2025/04/21/102279-hard-rock-ottawa-launches-job-fairs-to-fill-600-positions-ahead-of-opening;;0
Website;;https://www.gatevents.net/gat-expo-cartagena/;;0
Brazil’s online betting sector sees 90% surge in traffic following market regulation;;https://www.yogonet.com/international/news/2025/04/21/101900-brazils-online-betting-sector-sees-90-surge-in-traffic-following-market-regulation;;0
Arizona sports betting hits record $897.6 million in wagers in November;;https://www.yogonet.com/international/news/2025/03/06/96654-arizona-sports-betting-hits-record-8976-million-in-wagers-in-november;;0
Americans to legally wager $3.1 billion on March Madness;;https://www.yogonet.com/international/news/2025/03/14/98152-americans-to-legally-wager-31-billion-on-march-madness;;0
Over $6 billion wagered in North Carolina’s first year of legal sports betting;;https://www.yogonet.com/international/news/2025/03/11/97824-over-6-billion-wagered-in-north-carolinas-first-year-of-legal-sports-betting;;0
Gaming International Online;;https://content.yudu.com/web/69r/0A43x9j/April2025/html/index.html;;0
Casino International;;https://content.yudu.com/web/69r/0Aixfl/CasinoApr25/html/index.html?origin=reader;;0
Casino Turismo y Entretenimiento;;https://www.revistacasinoperu.com/wp-content/uploads/2025/04/REVISTA-CASINO-SAO-PAULO-WEB.pdf;;0
Joc Privat;;https://www.jocprivat.com/JP/400/;;0
GGB Global Gaming Business;;https://viewer.joomag.com/ggb-magazine-april-2025/0197185001742358261;;0
InterGame;;https://edition.pagesuite.com/html5/reader/production/default.aspx?pubname=&edid=f3742ece-1b4b-4c03-88f1-6114cc2f96ca;;0
Infinity Gaming Magazine;;https://issuu.com/igapublication/docs/april_2025_infinity_gaming_magazine;;0
Novomatic;;https://issuu.com/novomatic/docs/the_world_of_gaming_92?fr=sZWE4Yzg0MDc3MjY;;0
Gioco News;;https://issuu.com/gioconews/docs/gioco_news_magazine_april_2025_-_rivista_gioco_new;;0
Sports Betting Operator;;https://issuu.com/peterwhite3/docs/sports_betting_operator_issue_015_volume_007;;0
Casino Life;;https://issuu.com/peterwhite3/docs/casino_life_issue_175_volume_21;;0
SAGSEmag Buenos Aires 2025;;https://sagselatam.com/sagse-magazine-2025/;;0
Gaming America;;https://issuu.com/gamblinginsider/docs/gaming_america_mar-may_2025;;0
Gambling Insider;;https://issuu.com/gamblinginsider/docs/gambling_insider_mar_apr_2025;;0
IMGL Magazine;;https://online.flippingbook.com/view/573620033/;;0
Tribal Government Gaming 2025;;https://tribalgovernmentgaming.com/issue/tribal-government-gaming-2025/;;0
Sector;;https://www.gestionexpo.es/xrevista430/REVISTA_430_02.html;;0
Azar;;https://www.azarplus.com/revista-azar-numero-480/;;0
InterGaming;;https://edition.pagesuite.com/html5/reader/production/default.aspx?pubname=&edid=f818830e-ce60-42d4-a921-8794119e39f6;;0
iNTERGAMINGi;;https://edition.pagesuite.com/html5/reader/production/default.aspx?pubname=&edid=1670533a-fa57-417b-9bdf-d41b7bb23c01;;0
Casino International Americano;;https://content.yudu.com/web/69r/0A2uktd/AmericanoMarApr2025/html/index.html;;0
European Casinos - The Elite;;https://www.casinoselite.com/;;0
Casinos de Latinoamérica;;https://www.casinoslatinoamerica.com/;;0
SBC Leaders;;https://issuu.com/sbc.global/docs/sbc_leaders_issue_35;;0
Sports Betting Focus;;https://issuu.com/gamblinginsider/docs/gambling_insider_sports_betting_focus_2025;;0
Gaming for Africa;;https://issuu.com/roybannister/docs/gaming_for_africa_-_issue_173_digital_mag;;0
Trafficology;;https://issuu.com/gamblinginsider/docs/trafficology_2024_final_pdf;;0
Affiliate Leaders Magazine;;https://issuu.com/sbc.global/docs/affiliate_leaders_issue_1_web;;0
Payments Focus;;https://issuu.com/gamblinginsider/docs/payment_focus_jul_2024;;0
EsportsNext 2024 Guide;;https://issuu.com/premier/docs/xesta2024_weblinks;;0
Canadian Gaming Business;;https://issuu.com/sbc.global/docs/canadian_gaming_business_vol_17_no_1;;0
BetMGM Poker Championship to headline ARIA Classic with $3M guaranteed prize pool in July;;https://www.yogonet.com/international/news/2025/04/24/102534-betmgm-poker-championship-to-headline-aria-classic-with-3m-guaranteed-prize-pool-in-july;;0
Las Vegas gaming worker faces possible five-year industry ban after licensure denial;;https://www.yogonet.com/international/news/2025/04/22/102388-las-vegas-gaming-worker-faces-possible-fiveyear-industry-ban-after-licensure-denial;;0
Alberta advances plan to open regulated online gambling market;;https://www.yogonet.com/international/news/2025/04/21/102301-alberta-advances-plan-to-open-regulated-online-gambling-market;;0
New York bill proposes $5,000 daily wagering cap, sweeping sports betting limits;;https://www.yogonet.com/international/news/2025/04/21/101988-new-york-bill-proposes-5-000-daily-wagering-cap-sweeping-sports-betting-limits;;0
"""Atlas World Sports eliminates the hassle of juggling multiple accounts while maximizing profitability and convenience""";;https://www.yogonet.com/international/news/2025/04/17/101687--34atlas-world-sports-eliminates-the-hassle-of-juggling-multiple-accounts-while-maximizing-profitability-and-convenience-34;;0
"Oddsgate: ""There’s a fundamental shift happening across LatAm, and we’re glad to be in the momentum""";;https://www.yogonet.com/international/news/2025/04/08/100882-oddsgate-34theres-a-fundamental-shift-happening-across-latam-and-were-glad-to-be-in-the-momentum-34;;0
"Victor Arias: ""In different aspects and proportions, everyone has had to adapt to the new Brazil market reality""";;https://www.yogonet.com/international/news/2025/04/04/100461-victor-arias-34in-different-aspects-and-proportions-everyone-has-had-to-adapt-to-the-new-brazil-market-reality-34;;0
"Andre Gelfi: ""The main component of the new regulatory agenda is the data we will extract from the market from now on""";;https://www.yogonet.com/international/news/2025/03/07/97319-andre-gelfi-34the-main-component-of-the-new-regulatory-agenda-is-the-data-we-will-extract-from-the-market-from-now-on-34;;0
Soft2Bet clinches three awards at The European – Global Banking & Finance / Sustainability & ESG Awards 2025;;https://www.yogonet.com/international/news/2025/04/22/102393-soft2bet-clinches-three-awards-at-the-european--global-banking-finance-sustainability-esg-awards-2025;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/22/74831/1745328973-soft2bet-ganador-the-european-global-banking-finance-sustainability-esg-awards-2025.jpg;0
Connecticut's Foxwoods Resort Casino posts $32.5 million in March slot revenue;;https://www.yogonet.com/international/news/2025/04/21/101875-connecticut-39s-foxwoods-resort-casino-posts-325-million-in-march-slot-revenue;https://imagenesyogonet.b-cdn.net/data/imagenes/2020/12/04/34199/1625362505-foxwoods-resort-casino-connecticut.jpg;0
About Us;;https://www.yogonet.com/international/about-us/;;0
MEDIAKIT;;https://www.yogonet.com/mediakit/;;0
Contact Us;;https://www.yogonet.com/international/contact-us/;;0
Newsletter;;https://www.yogonet.com/international/newsletter/;;0
SITEMAP;;https://www.yogonet.com/sitemap.xml;;0
Terms & Conditions;;https://www.yogonet.com/international/terms-and-conditions/;;0
TEL. +54 11 5235 3938;;tel:+54 11 5235 3938;;0
Subscribe to our RSS;;https://www.yogonet.com/international/rss/;;0
